pl_name,hostname,disc_year,discoverymethod,pl_orbper,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_radj,pl_bmassj,st_mass,st_teff
HD 169830 c,HD 169830,2003,Radial Velocity,1818.82339,0.246,0.022,-0.018,1.13,7.669,1.17,6300.0
TOI-2525 b,TOI-2525,2023,Transit,23.2856,0.17,0.011,-0.01,0.774,0.084,0.849,5096.0
Kepler-57 c,Kepler-57,2012,Transit,11.6,0.0725,0.007,-0.0062,0.19591434,0.02158397,0.859,5187.9
Kepler-1300 b,Kepler-1300,2016,Transit,22.2419092,0.0,,,0.12222321,0.00771,1.29,6130.0
K2-104 b,K2-104,2016,Transit,1.9741954,0.09,0.167783,-0.07267,0.15969338,0.0121,0.51,3712.0
KOI-134 b,KOI-134,2025,Transit,67.1277,0.16,0.02,-0.03,1.074,1.09,1.407,6160.0
HD 150706 b,HD 150706,2012,Radial Velocity,5894.0,0.38,0.28,-0.32,1.18,2.43,1.17,5961.0
HR 8799 e,HR 8799,2010,Imaging,20815.6,0.15,0.08,-0.08,1.17,10.0,1.51,7400.0
Kepler-770 b,Kepler-770,2016,Transit,18.92540274,0.0,,,0.20519226,0.0186,0.94,5598.0
HD 95089 b,HD 95089,2009,Radial Velocity,464.4,0.119,0.072,-0.072,1.22,1.26,1.54,4918.0
HIP 10090 c,HIP 10090,2026,Radial Velocity,321.82,0.188,0.043,-0.048,1.24,0.85,0.94,5661.0
Kepler-1600 c,Kepler-1600,2021,Transit,7.298049927,0.0,,,0.17325974,0.0139,0.818,5119.0
Kepler-855 b,Kepler-855,2016,Transit,7.886631104,0.0,,,0.7449371,0.166,1.03,5835.0
Kepler-24 e,Kepler-24,2014,Transit,18.998355,0.0,,,0.248,0.08247155,1.046,5897.0
Kepler-1435 b,Kepler-1435,2016,Transit,4.45343281,0.0,,,0.07672406,0.00178,1.21,6356.0
Kepler-1771 b,Kepler-1771,2021,Transit,88.64399719,0.0,,,0.36179673,0.0487,0.941,5661.0
Kepler-338 b,Kepler-338,2014,Transit,13.726976,0.04,0.27,-0.04,0.218,0.096,1.105,5923.0
HD 5583 b,HD 5583,2016,Radial Velocity,139.35,0.076,0.07,-0.023,1.14,5.78,1.01,4830.0
HD 188641 b,HD 188641,2022,Radial Velocity,14583.81038,0.034,0.059,-0.088,1.06,29.365,1.07,5897.32
K2-39 b,K2-39,2016,Transit,4.60543,0.0,,,0.56,0.09,0.66,4881.0
Kepler-1872 b,Kepler-1872,2021,Transit,3.825910091,0.0,,,0.21270546,0.0197,0.913,5223.0
K2-130 b,K2-130,2017,Transit,2.49412,0.17,0.220344,-0.135968,0.11151753,0.0066,0.69563,4356.47
HD 89839 b,HD 89839,2023,Radial Velocity,3391.2,0.185,0.014,-0.014,1.14,5.5,1.21,6314.0
